strategy,feature_a,bucket_a,feature_b,bucket_b,n_joint,n_single_a,n_single_b,n_baseline,wr_baseline,wr_joint,pnl_baseline,pnl_joint,sharpe_baseline,sharpe_single_a,sharpe_single_b,sharpe_joint,lift_vs_baseline,lift_vs_single_a,lift_vs_single_b,incremental_lift,wr_lift_pp
cmf_flip,macro_score,macro_positive,confidence_tier,tier_LOW,68,345,163,636,0.294,0.25,1.1931,1.2467,0.8259,0.6708,1.2856,0.7981,-0.0278,0.1272,-0.4875,-0.4875,-4.4
adx_initiation,macro_score,macro_positive,confidence_tier,tier_HIGH,138,539,198,955,0.2534,0.1667,-0.5607,-1.9707,-0.3972,-0.8254,-0.2921,-0.8127,-0.4155,0.0127,-0.5206,-0.5206,-8.67
pairs_mean_reversion_long,confidence_tier,tier_MEDIUM,regime,regime_bull,85,151,638,1145,0.2978,0.2941,0.6724,-0.9193,0.5593,-2.3355,-0.3665,-0.8989,-1.4582,1.4366,-0.5324,-0.5324,-0.37
xs_momentum_top_decile,macro_score,macro_positive,sentiment_score,sentiment_positive,63,195,154,383,0.2559,0.2698,-0.3234,1.0785,-0.2796,-0.4445,1.3874,0.8491,1.1287,1.2936,-0.5383,-0.5383,1.4
bollinger_tight,confidence_tier,tier_HIGH,regime,regime_bull,154,264,218,380,0.3105,0.3052,-0.0662,1.4269,-0.0606,-0.1632,1.6182,1.0754,1.136,1.2386,-0.5428,-0.5428,-0.53
pead_long,smart_money_score,sm_score_le_0,macro_score,macro_positive,64,98,321,528,0.2595,0.3281,1.8846,2.8539,1.1326,2.4593,1.0232,1.9074,0.7748,-0.552,0.8842,-0.552,6.87
pead_long,smart_money_score,sm_score_gt_0,confidence_tier,tier_HIGH,247,430,310,528,0.2595,0.2146,1.8846,0.8307,1.1326,0.8916,1.0787,0.5189,-0.6137,-0.3727,-0.5599,-0.5599,-4.49
monthly_bias_momentum_long,smart_money_score,sm_score_gt_0,sentiment_score,sentiment_negative,171,1024,226,1335,0.2884,0.3041,1.0988,0.2381,0.7997,0.487,0.7773,0.2157,-0.584,-0.2713,-0.5615,-0.5615,1.57
monthly_bias_momentum_long,smart_money_score,sm_score_gt_0,macro_score,macro_neutral,80,1024,96,1335,0.2884,0.275,1.0988,0.2302,0.7997,0.487,0.7513,0.1897,-0.61,-0.2973,-0.5616,-0.5616,-1.34
pairs_mean_reversion_long,smart_money_score,sm_score_gt_0,sentiment_score,sentiment_negative,146,970,176,1145,0.2978,0.2534,0.6724,-0.3502,0.5593,0.3111,-0.1789,-0.2724,-0.8317,-0.5836,-0.0935,-0.5836,-4.44
xs_quality_top_quintile_long,smart_money_score,sm_score_le_0,sentiment_score,sentiment_positive,49,140,242,607,0.2735,0.2449,0.2875,-0.2883,0.2083,-0.3585,0.3291,-0.2571,-0.4654,0.1014,-0.5862,-0.5862,-2.86
xs_quality_top_quintile_long,smart_money_score,sm_score_le_0,regime,regime_bull,112,140,439,607,0.2735,0.2589,0.2875,-0.6305,0.2083,-0.3585,0.0183,-0.5725,-0.7808,-0.214,-0.5909,-0.5909,-1.45
pairs_mean_reversion_long,smart_money_score,sm_score_gt_0,macro_score,macro_negative,333,970,382,1145,0.2978,0.3033,0.6724,0.2649,0.5593,0.3111,0.8544,0.246,-0.3133,-0.0652,-0.6084,-0.6084,0.55
pairs_mean_reversion_long,smart_money_score,sm_score_gt_0,regime,regime_bull,537,970,638,1145,0.2978,0.2905,0.6724,-0.332,0.5593,0.3111,-0.3665,-0.3006,-0.8599,-0.6118,0.0658,-0.6118,-0.73
pairs_mean_reversion_long,confidence_tier,tier_HIGH,regime,regime_neutral,39,626,85,1145,0.2978,0.359,0.6724,0.0478,0.5593,0.6758,-4.306,0.0617,-0.4975,-0.6141,4.3677,-0.6141,6.12
xs_low_beta_long,macro_score,macro_negative,sentiment_score,sentiment_negative,42,363,165,1079,0.2984,0.2619,0.3781,3.5051,0.3351,0.9154,2.7438,2.1295,1.7945,1.2141,-0.6143,-0.6143,-3.65
cmf_flip,smart_money_score,sm_score_le_0,sentiment_score,sentiment_positive,44,100,317,636,0.294,0.3409,1.1931,1.5244,0.8259,-2.5136,1.6655,1.0499,0.224,3.5635,-0.6156,-0.6156,4.69
monthly_bias_momentum_long,smart_money_score,sm_score_gt_0,sentiment_score,sentiment_positive,397,1024,510,1335,0.2884,0.2695,1.0988,0.3875,0.7997,0.487,0.9178,0.3001,-0.4996,-0.1869,-0.6177,-0.6177,-1.89
pairs_mean_reversion_long,macro_score,macro_neutral,regime,regime_bull,87,150,638,1145,0.2978,0.3333,0.6724,1.1497,0.5593,1.6679,-0.3665,1.0472,0.4879,-0.6208,1.4136,-0.6208,3.55
pairs_mean_reversion_long,smart_money_score,sm_score_gt_0,regime,regime_bear,361,970,422,1145,0.2978,0.2964,0.6724,2.013,0.5593,0.3111,2.1187,1.4885,0.9293,1.1774,-0.6302,-0.6302,-0.14
xs_quality_top_quintile_long,smart_money_score,sm_score_le_0,confidence_tier,tier_HIGH,140,140,580,607,0.2735,0.2571,0.2875,-0.3951,0.2083,-0.3585,0.2717,-0.3585,-0.5668,0.0,-0.6302,-0.6302,-1.63
monthly_bias_momentum_long,confidence_tier,tier_HIGH,regime,regime_bear,212,1263,231,1335,0.2884,0.2689,1.0988,0.437,0.7997,0.946,0.3844,0.3126,-0.4871,-0.6334,-0.0718,-0.6334,-1.95
monthly_bias_momentum_long,macro_score,macro_negative,confidence_tier,tier_HIGH,253,273,1263,1335,0.2884,0.2609,1.0988,0.4023,0.7997,0.1099,0.946,0.3022,-0.4975,0.1923,-0.6438,-0.6438,-2.75
adx_initiation,macro_score,macro_positive,regime,regime_bull,310,539,482,955,0.2534,0.2387,-0.5607,-1.5327,-0.3972,-0.8254,-0.9019,-1.4896,-1.0924,-0.6642,-0.5877,-0.6642,-1.47
adx_initiation,macro_score,macro_positive,confidence_tier,tier_MEDIUM,179,539,333,955,0.2534,0.2402,-0.5607,-1.685,-0.3972,-0.8254,-1.6873,-1.4958,-1.0986,-0.6704,0.1915,-0.6704,-1.32
adx_initiation,sentiment_score,sentiment_positive,confidence_tier,tier_MEDIUM,171,463,333,955,0.2534,0.2573,-0.5607,-0.817,-0.3972,-0.0311,-1.6873,-0.7077,-0.3105,-0.6766,0.9796,-0.6766,0.39
xs_momentum_top_decile,macro_score,macro_negative,regime,regime_bear,70,118,153,383,0.2559,0.2,-0.3234,-0.5723,-0.2796,-1.2271,0.267,-0.4273,-0.1476,0.7998,-0.6943,-0.6943,-5.59
pead_long,smart_money_score,sm_score_gt_0,regime,regime_bear,149,430,173,528,0.2595,0.2081,1.8846,0.3572,1.1326,0.8916,0.7202,0.1906,-0.9419,-0.7009,-0.5296,-0.7009,-5.14
pead_long,macro_score,macro_positive,confidence_tier,tier_MEDIUM,34,321,72,528,0.2595,0.2059,1.8846,0.5505,1.1326,1.0232,-2.1223,0.3089,-0.8237,-0.7143,2.4312,-0.7143,-5.36
xs_quality_top_quintile_long,sentiment_score,sentiment_positive,regime,regime_bear,87,242,144,607,0.2735,0.3218,0.2875,-0.2453,0.2083,0.3291,0.4927,-0.2429,-0.4512,-0.572,-0.7356,-0.7356,4.84
monthly_bias_momentum_long,smart_money_score,sm_score_gt_0,regime,regime_bear,189,1024,231,1335,0.2884,0.2857,1.0988,-0.2679,0.7997,0.487,0.3844,-0.2545,-1.0542,-0.7415,-0.6389,-0.7415,-0.27
xs_low_beta_long,smart_money_score,sm_score_gt_0,sentiment_score,sentiment_neutral,357,919,418,1079,0.2984,0.2997,0.3781,-0.2544,0.3351,0.5331,-0.1207,-0.2208,-0.5559,-0.7539,-0.1001,-0.7539,0.13
pairs_mean_reversion_long,confidence_tier,tier_LOW,regime,regime_bull,60,126,638,1145,0.2978,0.3,0.6724,-0.0786,0.5593,0.6967,-0.3665,-0.0731,-0.6324,-0.7698,0.2934,-0.7698,0.22
adx_initiation,macro_score,macro_negative,regime,regime_bear,174,278,371,955,0.2534,0.2874,-0.5607,-0.2357,-0.3972,-0.4696,0.5433,-0.2348,0.1624,0.2348,-0.778,-0.778,3.4
pead_long,macro_score,macro_positive,regime,regime_bear,60,321,173,528,0.2595,0.1833,1.8846,0.4044,1.1326,1.0232,0.7202,0.2374,-0.8952,-0.7858,-0.4828,-0.7858,-7.61
cmf_flip,confidence_tier,tier_MEDIUM,regime,regime_bull,97,189,293,636,0.294,0.268,1.1931,-0.2995,0.8259,0.5951,-0.8913,-0.224,-1.0499,-0.8191,0.6672,-0.8191,-2.6
pead_long,sentiment_score,sentiment_positive,confidence_tier,tier_HIGH,82,184,310,528,0.2595,0.2073,1.8846,0.7015,1.1326,1.3037,1.0787,0.483,-0.6495,-0.8207,-0.5957,-0.8207,-5.22
pairs_mean_reversion_long,smart_money_score,sm_score_le_0,sentiment_score,sentiment_neutral,58,175,418,1145,0.2978,0.2759,0.6724,1.2345,0.5593,1.8052,-0.5866,0.9799,0.4206,-0.8253,1.5665,-0.8253,-2.2
xs_momentum_top_decile,macro_score,macro_negative,confidence_tier,tier_HIGH,113,118,373,383,0.2559,0.2212,-0.3234,-1.1343,-0.2796,-1.2271,-0.1128,-0.9506,-0.6709,0.2765,-0.8377,-0.8377,-3.46
cmf_flip,smart_money_score,sm_score_gt_0,sentiment_score,sentiment_neutral,201,536,245,636,0.294,0.2985,1.1931,0.6008,0.8259,1.2779,-0.3451,0.4391,-0.3868,-0.8388,0.7842,-0.8388,0.45
bollinger_tight,smart_money_score,sm_score_gt_0,macro_score,macro_positive,201,305,254,380,0.3105,0.2786,-0.0662,-1.0942,-0.0606,-0.1448,-0.9207,-0.9899,-0.9293,-0.8451,-0.0692,-0.8451,-3.19
pairs_mean_reversion_long,macro_score,macro_positive,sentiment_score,sentiment_neutral,248,613,418,1145,0.2978,0.2661,0.6724,-0.7278,0.5593,0.1401,-0.5866,-0.7051,-1.2644,-0.8452,-0.1185,-0.8452,-3.17
monthly_bias_momentum_long,sentiment_score,sentiment_positive,regime,regime_bull,341,510,1022,1335,0.2884,0.2346,1.0988,0.0829,0.7997,0.9178,0.5407,0.0624,-0.7373,-0.8553,-0.4783,-0.8553,-5.38
cmf_flip,macro_score,macro_positive,sentiment_score,sentiment_neutral,155,345,245,636,0.294,0.2903,1.1931,-0.265,0.8259,0.6708,-0.3451,-0.1875,-1.0134,-0.8583,0.1576,-0.8583,-0.37
bollinger_tight,smart_money_score,sm_score_le_0,macro_score,macro_positive,53,75,254,380,0.3105,0.283,-0.0662,-0.5855,-0.0606,0.2602,-0.9207,-0.6161,-0.5556,-0.8764,0.3045,-0.8764,-2.75
pairs_mean_reversion_long,smart_money_score,sm_score_le_0,macro_score,macro_positive,107,175,613,1145,0.2978,0.3364,0.6724,1.0489,0.5593,1.8052,0.1401,0.9028,0.3435,-0.9025,0.7626,-0.9025,3.86
adx_initiation,sentiment_score,sentiment_negative,confidence_tier,tier_HIGH,32,122,198,955,0.2534,0.1562,-0.5607,-2.1822,-0.3972,-3.3679,-0.2921,-1.2052,-0.808,2.1627,-0.9131,-0.9131,-9.72
xs_low_beta_long,sentiment_score,sentiment_negative,confidence_tier,tier_HIGH,103,165,566,1079,0.2984,0.4078,0.3781,1.92,0.3351,2.7438,0.2598,1.8265,1.4915,-0.9173,1.5667,-0.9173,10.93
xs_low_beta_long,confidence_tier,tier_LOW,regime,regime_bear,44,70,442,1079,0.2984,0.1818,0.3781,-0.9565,0.3351,0.2218,0.2218,-0.698,-1.033,-0.9198,-0.9198,-0.9198,-11.66
adx_initiation,confidence_tier,tier_MEDIUM,regime,regime_bull,172,333,482,955,0.2534,0.2093,-0.5607,-2.0765,-0.3972,-1.6873,-0.9019,-1.8309,-1.4337,-0.1436,-0.929,-0.929,-4.41
xs_low_beta_long,sentiment_score,sentiment_neutral,confidence_tier,tier_HIGH,208,418,566,1079,0.2984,0.2885,0.3781,-0.8185,0.3351,-0.1207,0.2598,-0.6795,-1.0146,-0.5588,-0.9393,-0.9393,-1.0
xs_momentum_top_decile,sentiment_score,sentiment_positive,regime,regime_bull,52,154,215,383,0.2559,0.2885,-0.3234,0.5015,-0.2796,1.3874,-0.6471,0.4194,0.699,-0.968,1.0664,-0.968,3.26
pairs_mean_reversion_long,sentiment_score,sentiment_neutral,confidence_tier,tier_LOW,58,418,126,1145,0.2978,0.3276,0.6724,-0.2575,0.5593,-0.5866,0.6967,-0.2809,-0.8402,0.3057,-0.9776,-0.9776,2.98
bollinger_tight,macro_score,macro_positive,confidence_tier,tier_HIGH,183,254,264,380,0.3105,0.2678,-0.0662,-1.2879,-0.0606,-0.9207,-0.1632,-1.1547,-1.0941,-0.234,-0.9914,-0.9914,-4.28
adx_initiation,smart_money_score,sm_score_gt_0,confidence_tier,tier_MEDIUM,285,834,333,955,0.2534,0.2596,-0.5607,-1.2289,-0.3972,-0.0973,-1.6873,-1.0991,-0.7019,-1.0017,0.5882,-1.0017,0.62
pairs_mean_reversion_long,macro_score,macro_positive,confidence_tier,tier_HIGH,322,613,626,1145,0.2978,0.2826,0.6724,-0.3443,0.5593,0.1401,0.6758,-0.3265,-0.8858,-0.4666,-1.0023,-1.0023,-1.52
cmf_flip,confidence_tier,tier_MEDIUM,regime,regime_bear,76,189,281,636,0.294,0.2763,1.1931,1.6965,0.8259,0.5951,2.1182,1.1158,0.2899,0.5207,-1.0024,-1.0024,-1.77
monthly_bias_momentum_long,smart_money_score,sm_score_le_0,sentiment_score,sentiment_neutral,143,311,599,1335,0.2884,0.3287,1.0988,0.7028,0.7997,1.6877,0.7002,0.6438,-0.1559,-1.0439,-0.0564,-1.0439,4.03
cmf_flip,sentiment_score,sentiment_negative,confidence_tier,tier_MEDIUM,31,74,189,636,0.294,0.2581,1.1931,-0.4849,0.8259,0.2618,0.5951,-0.4945,-1.3204,-0.7563,-1.0896,-1.0896,-3.6
bollinger_tight,smart_money_score,sm_score_gt_0,sentiment_score,sentiment_positive,154,305,186,380,0.3105,0.3247,-0.0662,-1.0704,-0.0606,-0.1448,-0.898,-1.237,-1.1764,-1.0922,-0.339,-1.0922,1.41
pead_long,macro_score,macro_positive,sentiment_score,sentiment_positive,85,321,184,528,0.2595,0.1882,1.8846,0.3573,1.1326,1.0232,1.3037,0.2107,-0.9219,-0.8125,-1.0931,-1.0931,-7.12
cmf_flip,confidence_tier,tier_HIGH,regime,regime_bull,76,184,293,636,0.294,0.2632,1.1931,-2.1075,0.8259,-0.7565,-0.8913,-1.8522,-2.6781,-1.0957,-0.9609,-1.0957,-3.09
bollinger_tight,smart_money_score,sm_score_gt_0,sentiment_score,sentiment_negative,30,305,40,380,0.3105,0.3,-0.0662,-1.0157,-0.0606,-0.1448,-0.5778,-1.2438,-1.1832,-1.099,-0.666,-1.099,-1.05
pead_long,confidence_tier,tier_HIGH,regime,regime_bear,73,310,173,528,0.2595,0.2192,1.8846,-0.0262,1.1326,1.0787,0.7202,-0.0205,-1.1531,-1.0993,-0.7407,-1.0993,-4.03
pairs_mean_reversion_long,macro_score,macro_negative,confidence_tier,tier_LOW,47,382,126,1145,0.2978,0.2553,0.6724,-0.313,0.5593,0.8544,0.6967,-0.2802,-0.8394,-1.1345,-0.9769,-1.1345,-4.25
pairs_mean_reversion_long,macro_score,macro_positive,sentiment_score,sentiment_positive,275,613,551,1145,0.2978,0.28,0.6724,0.4655,0.5593,0.1401,1.4804,0.3407,-0.2185,0.2006,-1.1396,-1.1396,-1.78
xs_momentum_top_decile,sentiment_score,sentiment_negative,regime,regime_bull,58,60,215,383,0.2559,0.2241,-0.3234,-1.52,-0.2796,-1.9216,-0.6471,-1.7921,-1.5125,0.1295,-1.145,-1.145,-3.17
pead_long,smart_money_score,sm_score_gt_0,sentiment_score,sentiment_negative,76,430,104,528,0.2595,0.2763,1.8846,-0.2686,1.1326,0.8916,0.0817,-0.2645,-1.3971,-1.1561,-0.3462,-1.1561,1.68
adx_initiation,macro_score,macro_neutral,regime,regime_bull,73,138,482,955,0.2534,0.3151,-0.5607,0.7606,-0.3972,1.8446,-0.9019,0.6808,1.078,-1.1638,1.5827,-1.1638,6.17
monthly_bias_momentum_long,sentiment_score,sentiment_neutral,regime,regime_bear,111,599,231,1335,0.2884,0.2703,1.0988,-0.5051,0.7997,0.7002,0.3844,-0.4711,-1.2708,-1.1713,-0.8556,-1.1713,-1.81
xs_momentum_top_decile,smart_money_score,sm_score_gt_0,regime,regime_bull,165,308,215,383,0.2559,0.2545,-0.3234,-1.7694,-0.2796,-0.6541,-0.6471,-1.8389,-1.5593,-1.1849,-1.1918,-1.1918,-0.13
xs_low_beta_long,sentiment_score,sentiment_neutral,regime,regime_bear,127,418,442,1079,0.2984,0.2362,0.3781,-1.2716,0.3351,-0.1207,0.2218,-0.9825,-1.3175,-0.8618,-1.2043,-1.2043,-6.22
monthly_bias_momentum_long,macro_score,macro_neutral,sentiment_score,sentiment_neutral,42,96,599,1335,0.2884,0.2619,1.0988,-0.5042,0.7997,0.7513,0.7002,-0.4574,-1.2571,-1.2086,-1.1576,-1.2086,-2.65
cmf_flip,smart_money_score,sm_score_gt_0,regime,regime_bull,238,536,293,636,0.294,0.2815,1.1931,0.0823,0.8259,1.2779,-0.8913,0.0668,-0.7591,-1.2111,0.9581,-1.2111,-1.25
pairs_mean_reversion_long,smart_money_score,sm_score_gt_0,sentiment_score,sentiment_neutral,360,970,418,1145,0.2978,0.2667,0.6724,-0.8964,0.5593,0.3111,-0.5866,-0.9131,-1.4723,-1.2242,-0.3265,-1.2242,-3.11
cmf_flip,confidence_tier,tier_HIGH,regime,regime_bear,81,184,281,636,0.294,0.3457,1.1931,0.7981,0.8259,-0.7565,2.1182,0.8774,0.0515,1.6339,-1.2408,-1.2408,5.17
xs_momentum_top_decile,smart_money_score,sm_score_gt_0,macro_score,macro_positive,150,308,195,383,0.2559,0.2467,-0.3234,-1.552,-0.2796,-0.6541,-0.4445,-1.6864,-1.4068,-1.0324,-1.2419,-1.2419,-0.92
xs_quality_top_quintile_long,macro_score,macro_negative,regime,regime_bear,70,149,144,607,0.2735,0.2429,0.2875,-0.85,0.2083,0.447,0.4927,-0.8081,-1.0164,-1.2551,-1.3009,-1.3009,-3.06
monthly_bias_momentum_long,smart_money_score,sm_score_gt_0,macro_score,macro_negative,214,1024,273,1335,0.2884,0.2523,1.0988,-0.8831,0.7997,0.487,0.1099,-0.8348,-1.6345,-1.3218,-0.9447,-1.3218,-3.61
cmf_flip,sentiment_score,sentiment_neutral,regime,regime_bull,133,245,293,636,0.294,0.2707,1.1931,-1.6,0.8259,-0.3451,-0.8913,-1.6885,-2.5143,-1.3434,-0.7972,-1.3434,-2.33
xs_momentum_top_decile,macro_score,macro_positive,sentiment_score,sentiment_neutral,106,195,169,383,0.2559,0.2453,-0.3234,-1.7527,-0.2796,-0.4445,-1.9622,-1.8421,-1.5624,-1.3976,0.1202,-1.3976,-1.06
pead_long,smart_money_score,sm_score_gt_0,macro_score,macro_neutral,48,430,58,528,0.2595,0.3125,1.8846,2.8433,1.1326,0.8916,3.3958,1.9677,0.8351,1.0761,-1.4281,-1.4281,5.3
pairs_mean_reversion_long,sentiment_score,sentiment_neutral,regime,regime_bear,144,418,422,1145,0.2978,0.2569,0.6724,0.7673,0.5593,-0.5866,2.1187,0.6897,0.1304,1.2762,-1.4291,-1.4291,-4.09
xs_low_beta_long,smart_money_score,sm_score_gt_0,macro_score,macro_neutral,125,919,142,1079,0.2984,0.248,0.3781,-1.2389,0.3351,0.5331,-1.2549,-0.8963,-1.2314,-1.4294,0.3585,-1.4294,-5.04
pead_long,macro_score,macro_negative,regime,regime_bull,57,149,289,528,0.2595,0.2456,1.8846,0.8847,1.1326,0.6417,2.3029,0.8259,-0.3067,0.1842,-1.477,-1.477,-1.39
pairs_mean_reversion_long,smart_money_score,sm_score_le_0,sentiment_score,sentiment_negative,30,175,176,1145,0.2978,0.3667,0.6724,0.3783,0.5593,1.8052,-0.1789,0.3238,-0.2355,-1.4815,0.5027,-1.4815,6.89
pairs_mean_reversion_long,sentiment_score,sentiment_neutral,confidence_tier,tier_MEDIUM,71,418,151,1145,0.2978,0.2254,0.6724,-1.7175,0.5593,-0.5866,-2.3355,-2.1009,-2.6602,-1.5143,0.2346,-1.5143,-7.25
pairs_mean_reversion_long,confidence_tier,tier_HIGH,regime,regime_bull,357,626,638,1145,0.2978,0.2885,0.6724,-0.8387,0.5593,0.6758,-0.3665,-0.8471,-1.4064,-1.5229,-0.4806,-1.5229,-0.93
xs_quality_top_quintile_long,smart_money_score,sm_score_gt_0,macro_score,macro_positive,290,467,382,607,0.2735,0.2655,0.2875,-1.1634,0.2083,0.3384,-1.4735,-1.2052,-1.4134,-1.5435,0.2684,-1.5435,-0.8
xs_low_beta_long,macro_score,macro_negative,sentiment_score,sentiment_neutral,129,363,418,1079,0.2984,0.2713,0.3781,-0.656,0.3351,0.9154,-0.1207,-0.6297,-0.9648,-1.5452,-0.509,-1.5452,-2.71
cmf_flip,smart_money_score,sm_score_le_0,macro_score,macro_positive,68,100,345,636,0.294,0.2794,1.1931,-1.071,0.8259,-2.5136,0.6708,-0.9035,-1.7294,1.6101,-1.5744,-1.5744,-1.46
xs_momentum_top_decile,sentiment_score,sentiment_neutral,confidence_tier,tier_HIGH,162,169,373,383,0.2559,0.2469,-0.3234,-1.7466,-0.2796,-1.9622,-0.1128,-1.7387,-1.4591,0.2235,-1.6259,-1.6259,-0.9
pead_long,confidence_tier,tier_MEDIUM,regime,regime_bear,32,72,173,528,0.2595,0.1562,1.8846,-1.6185,1.1326,-2.1223,0.7202,-0.9153,-2.0479,1.207,-1.6356,-1.6356,-10.32
adx_initiation,smart_money_score,sm_score_le_0,macro_score,macro_negative,35,121,278,955,0.2534,0.0857,-0.5607,-2.4063,-0.3972,-4.2976,-0.4696,-2.1108,-1.7136,2.1868,-1.6411,-1.6411,-16.77
pairs_mean_reversion_long,sentiment_score,sentiment_positive,regime,regime_bull,230,551,638,1145,0.2978,0.3043,0.6724,-0.1691,0.5593,1.4804,-0.3665,-0.161,-0.7203,-1.6414,0.2054,-1.6414,0.65
pairs_mean_reversion_long,sentiment_score,sentiment_positive,regime,regime_neutral,48,551,85,1145,0.2978,0.375,0.6724,-0.1538,0.5593,1.4804,-4.306,-0.2296,-0.7888,-1.7099,4.0764,-1.7099,7.72
xs_momentum_top_decile,smart_money_score,sm_score_le_0,sentiment_score,sentiment_neutral,37,75,169,383,0.2559,0.2432,-0.3234,-0.5957,-0.2796,1.1857,-1.9622,-0.531,-0.2514,-1.7167,1.4313,-1.7167,-1.26
xs_quality_top_quintile_long,macro_score,macro_positive,confidence_tier,tier_HIGH,365,382,580,607,0.2735,0.2603,0.2875,-1.4063,0.2083,-1.4735,0.2717,-1.4549,-1.6632,0.0186,-1.7266,-1.7266,-1.32
cmf_flip,macro_score,macro_positive,regime,regime_bull,187,345,293,636,0.294,0.262,1.1931,-1.3091,0.8259,0.6708,-0.8913,-1.0815,-1.9074,-1.7524,-0.1903,-1.7524,-3.2
xs_low_beta_long,macro_score,macro_positive,sentiment_score,sentiment_positive,226,574,496,1079,0.2984,0.292,0.3781,-1.3151,0.3351,0.3983,-0.2067,-1.3731,-1.7082,-1.7715,-1.1664,-1.7715,-0.64
xs_momentum_top_decile,smart_money_score,sm_score_gt_0,sentiment_score,sentiment_neutral,132,308,169,383,0.2559,0.2348,-0.3234,-2.3121,-0.2796,-0.6541,-1.9622,-2.4367,-2.1571,-1.7826,-0.4744,-1.7826,-2.1
xs_momentum_top_decile,sentiment_score,sentiment_negative,confidence_tier,tier_HIGH,60,60,373,383,0.2559,0.2167,-0.3234,-1.6049,-0.2796,-1.9216,-0.1128,-1.9216,-1.6419,0.0,-1.8087,-1.8087,-3.92
xs_quality_top_quintile_long,macro_score,macro_positive,sentiment_score,sentiment_neutral,176,382,256,607,0.2735,0.233,0.2875,-1.6484,0.2083,-1.4735,0.2207,-1.6174,-1.8257,-0.1439,-1.8381,-1.8381,-4.05
monthly_bias_momentum_long,macro_score,macro_negative,regime,regime_bull,161,273,1022,1335,0.2884,0.2671,1.0988,-1.225,0.7997,0.1099,0.5407,-1.306,-2.1057,-1.4159,-1.8467,-1.8467,-2.13
adx_initiation,macro_score,macro_positive,sentiment_score,sentiment_positive,254,539,463,955,0.2534,0.2087,-0.5607,-2.1509,-0.3972,-0.8254,-0.0311,-1.9804,-1.5832,-1.155,-1.9493,-1.9493,-4.47
xs_quality_top_quintile_long,smart_money_score,sm_score_le_0,macro_score,macro_positive,92,140,382,607,0.2735,0.25,0.2875,-2.2173,0.2083,-0.3585,-1.4735,-2.3244,-2.5327,-1.9659,-0.8509,-1.9659,-2.35
xs_low_beta_long,smart_money_score,sm_score_le_0,confidence_tier,tier_HIGH,94,160,566,1079,0.2984,0.3191,0.3781,-1.3179,0.3351,-1.3795,0.2598,-1.7215,-2.0565,-0.342,-1.9813,-1.9813,2.07
bollinger_tight,sentiment_score,sentiment_positive,confidence_tier,tier_HIGH,137,186,264,380,0.3105,0.2701,-0.0662,-2.0042,-0.0606,-0.898,-0.1632,-2.1608,-2.1002,-1.2628,-1.9976,-1.9976,-4.05
adx_initiation,confidence_tier,tier_HIGH,regime,regime_bull,109,198,482,955,0.2534,0.1927,-0.5607,-2.8534,-0.3972,-0.2921,-0.9019,-2.2952,-1.898,-2.0031,-1.3933,-2.0031,-6.07
adx_initiation,sentiment_score,sentiment_neutral,confidence_tier,tier_MEDIUM,119,370,333,955,0.2534,0.2353,-0.5607,-2.1531,-0.3972,-0.1268,-1.6873,-2.1456,-1.7484,-2.0188,-0.4583,-2.0188,-1.81
pairs_mean_reversion_long,macro_score,macro_negative,confidence_tier,tier_MEDIUM,41,382,151,1145,0.2978,0.2439,0.6724,-1.3955,0.5593,0.8544,-2.3355,-1.1798,-1.739,-2.0341,1.1557,-2.0341,-5.39
adx_initiation,sentiment_score,sentiment_negative,regime,regime_bull,113,122,482,955,0.2534,0.1858,-0.5607,-3.2366,-0.3972,-3.3679,-0.9019,-2.9513,-2.5541,0.4165,-2.0494,-2.0494,-6.76
pairs_mean_reversion_long,macro_score,macro_negative,sentiment_score,sentiment_neutral,120,382,418,1145,0.2978,0.2333,0.6724,-1.2279,0.5593,0.8544,-0.5866,-1.1956,-1.7549,-2.05,-0.6091,-2.05,-6.45
pead_long,sentiment_score,sentiment_negative,regime,regime_bull,97,104,289,528,0.2595,0.268,1.8846,0.2339,1.1326,0.0817,2.3029,0.213,-0.9196,0.1313,-2.0899,-2.0899,0.86
adx_initiation,macro_score,macro_negative,confidence_tier,tier_MEDIUM,102,278,333,955,0.2534,0.2059,-0.5607,-2.5981,-0.3972,-0.4696,-1.6873,-2.5655,-2.1684,-2.0959,-0.8783,-2.0959,-4.75
xs_low_beta_long,smart_money_score,sm_score_le_0,macro_score,macro_positive,101,160,574,1079,0.2984,0.3168,0.3781,-1.4165,0.3351,-1.3795,0.3983,-1.7284,-2.0635,-0.349,-2.1268,-2.1268,1.84
xs_quality_top_quintile_long,smart_money_score,sm_score_le_0,sentiment_score,sentiment_negative,36,140,109,607,0.2735,0.3333,0.2875,-1.3826,0.2083,-0.3585,0.0871,-2.0405,-2.2488,-1.682,-2.1276,-2.1276,5.99
cmf_flip,smart_money_score,sm_score_gt_0,confidence_tier,tier_HIGH,147,536,184,636,0.294,0.3129,1.1931,-0.8261,0.8259,1.2779,-0.7565,-0.876,-1.7019,-2.1539,-0.1195,-2.1539,1.89
adx_initiation,sentiment_score,sentiment_neutral,confidence_tier,tier_LOW,110,370,261,955,0.2534,0.3,-0.5607,-1.3225,-0.3972,-0.1268,0.6452,-1.5155,-1.1183,-1.3887,-2.1607,-2.1607,4.66
